74.13, green, white
59.39, green, white
37.38, red, black
43.84, red, white
83.84, green, white
67.88, green, black
67.0, green, white
49.28, green, black
40.08, red, black
39.15, red, white
109.08, green, white
28.91, red, black
65.14, green, white
29.44, red, black
22.42, red, white
51.87, green, black
13.63, red, black
23.44, red, white
35.95, red, white
95.58, green, white
53.17, green, white
26.86, red, white
58.0, green, white
79.4, green, white
85.99, green, white
33.49, red, black
28.2, red, white
74.35, green, white
64.31, green, black
76.18, green, white
68.16, green, black
84.07, green, white
13.08, red, black
77.43, green, black
72.47, green, white
70.87, green, black
75.63, green, black
84.03, green, white
21.65, red, black
22.82, red, white
77.44, green, white
28.56, red, white
53.83, green, black
82.86, green, white
88.98, green, black
20.43, red, black
91.98, green, white
25.98, red, white
14.89, red, black
77.87, green, white
62.15, green, black
58.04, green, black
59.66, green, white
40.48, red, black
69.97, green, white
76.72, green, black
25.64, red, white
77.45, green, black
61.05, green, black
79.72, green, black
85.55, green, black
83.12, green, white
77.39, green, white
44.86, red, white
69.81, green, white
15.81, red, white
68.25, green, white
25.11, red, black
23.31, red, black
33.57, red, black
22.39, red, black
37.41, red, white
30.05, red, black
75.99, green, black
64.7, green, black
67.08, green, white
38.97, red, white
29.13, red, black
56.87, green, white
56.22, green, black
80.81, green, black
17.98, red, white
41.32, red, white
30.26, red, black
10.15, red, white
43.77, red, black
34.54, red, white
18.06, red, black
24.16, red, black
76.01, green, black
16.37, red, black
90.29, green, black
75.26, green, black
34.26, red, white
66.04, green, black
66.97, green, black
56.76, green, white
58.58, green, white
15.42, red, white
78.76, green, black
44.12, red, white
72.61, green, white
27.75, red, white
18.78, red, black
48.58, green, black
15.22, red, white
66.17, green, black
21.26, red, black
24.38, red, black
58.93, red, white
81.03, green, white
40.9, red, black
28.74, red, black
55.27, green, white
26.19, red, white
22.9, red, black
57.07, green, black
60.17, green, black
2.78, red, black
18.23, red, white
67.21, green, white
60.39, green, black
69.41, green, black
55.1, green, black
47.5, red, black
15.36, red, white
32.91, red, white
56.44, green, black
56.64, green, white
63.13, green, white
75.36, green, black
23.03, red, white
72.05, green, black
72.31, green, white
82.48, green, white
70.14, green, white
40.52, red, black
48.36, green, white
82.86, green, white
60.17, green, black
25.55, red, white
37.69, red, white
50.53, green, white
72.68, green, white
77.44, green, white
31.44, red, white
37.66, red, white
57.83, green, black
97.7, green, black
76.77, green, black
51.46, green, white
37.55, red, black
20.06, red, black
78.98, green, white
45.23, red, white
8.35, red, black
86.89, green, black
23.76, red, black
79.37, green, black
14.69, red, black
31.99, red, black
29.0, red, white
22.98, red, black
53.95, green, white
28.41, red, white
65.91, green, black
20.76, red, white
28.14, red, white
30.36, red, black
59.05, green, white
57.08, green, black
54.15, green, black
27.93, red, black
19.75, red, white
73.51, green, black
75.19, green, black
20.87, red, black
83.04, green, white
72.69, green, black
36.79, red, white
28.44, red, white
27.91, red, black
57.87, green, white
29.37, red, black
73.69, green, white
20.28, red, black
70.45, green, black
62.6, green, black
42.52, red, black
45.64, red, black
54.62, green, white
44.16, red, white
70.69, green, white
60.09, green, black
64.97, green, white
64.39, green, black
42.77, red, black
71.75, green, white
84.56, green, black
80.33, green, white
74.49, green, black
62.15, green, black
89.26, green, black
83.54, green, black
30.21, red, white
28.89, red, black
64.82, green, white
18.06, red, black
84.16, green, white
30.13, red, white
53.96, green, white
27.54, red, black
39.98, red, white
14.79, red, white
71.23, green, black
76.74, green, black
42.05, red, white
22.27, red, white
60.07, green, white
45.31, red, white
21.16, red, black
77.52, green, black
24.18, red, white
55.97, green, black
30.08, red, white
48.2, red, black
80.95, green, black
10.91, red, white
82.96, green, white
42.98, red, black
22.32, red, white
71.92, green, black
21.21, red, black
35.57, red, black
61.24, green, white
27.25, red, white
37.08, red, black
73.71, green, black
36.69, red, white
68.21, green, white
68.3, green, black
33.33, red, black
18.97, red, black
93.12, green, black
35.63, red, white
86.72, green, black
56.19, green, black
24.59, red, white
65.13, green, black
96.29, green, black
80.9, green, black
56.71, red, white
34.13, red, black
13.07, red, black
71.99, green, black
63.89, green, black
72.83, green, white
54.97, green, white
13.13, red, black
22.4, red, white
28.01, red, black
73.86, green, white
84.74, green, black
39.42, red, white
69.9, green, black
28.86, red, black
70.77, green, white
85.5, green, black
20.29, red, black
36.3, red, white
73.17, green, white
26.66, red, white
38.01, red, white
21.31, red, white
16.94, red, black
61.25, green, white
19.11, red, white
61.24, green, white
68.1, green, black
89.94, green, white
23.98, red, black
54.79, green, black
93.93, green, black
26.12, red, black
70.95, green, black
67.66, green, white
19.98, red, black
53.51, green, white
77.17, green, black
64.91, green, black
69.8, green, black
56.19, green, white
31.94, red, black
76.73, green, white
32.43, red, white
35.11, red, black
71.02, green, black
17.55, red, white
34.11, red, black
24.84, red, black
27.93, red, black
60.14, green, white
68.05, green, white
30.85, red, black
39.39, red, black
64.84, green, white
30.96, red, white
86.71, green, white
28.8, red, white
65.06, green, white
32.5, red, white
34.87, red, white
63.34, green, black
63.85, green, white
58.82, green, white
57.63, green, black
43.65, red, black
36.11, red, black
77.7, green, white
31.39, red, black
21.41, red, black
38.68, red, black
65.05, green, white
31.91, red, white
19.54, red, white
53.82, green, black
82.18, green, black
77.88, green, white
26.25, red, white
74.84, green, black
81.26, green, white
78.68, green, white
14.57, red, white
74.41, green, black
30.2, red, white
65.62, green, white
72.77, green, white
24.67, red, black
40.45, red, black
16.5, red, black
64.15, green, white
32.35, red, white
24.9, red, white
63.75, green, black
61.17, green, white
23.25, red, white
26.84, red, black
46.93, green, white
28.55, red, black
21.5, red, white
33.2, red, black
60.14, green, black
67.52, green, black
58.91, green, white
34.49, red, white
37.45, red, white
87.74, green, black
20.64, red, black
32.79, red, black
30.2, red, white
77.69, green, white
29.25, red, white
23.5, red, black
21.43, red, white
76.35, green, white
15.8, red, black
38.79, red, white
37.14, red, white
11.77, red, white
30.46, red, white
75.01, green, white
8.84, red, white
29.43, red, white
48.92, red, white
22.94, red, white
53.72, green, white
12.52, red, black
75.49, green, black
37.97, red, black
67.14, green, black
72.43, green, white
30.09, red, white
30.12, red, white
35.61, red, white
62.3, green, white
61.99, green, black
52.78, red, white
39.62, red, black
38.6, red, black
60.82, green, white
61.11, green, white
35.74, red, white
44.76, red, black
51.33, red, white
35.69, red, black
27.1, red, black
79.79, green, white
65.4, green, black
84.54, green, white
92.73, green, black
21.9, red, black
29.0, red, white
71.28, green, white
33.37, red, black
30.91, red, white
55.7, green, white
28.22, red, white
61.15, green, black
34.71, red, black
55.6, green, black
48.61, green, white
67.04, green, black
50.96, green, white
73.27, green, black
59.65, green, white
30.15, red, white
76.86, green, black
64.94, green, white
65.77, green, white
70.12, green, black
65.92, green, white
61.12, green, white
58.02, green, white
70.37, green, white
87.18, green, white
37.36, red, black
30.66, red, black
56.73, green, white
27.72, red, black
87.87, green, black
45.16, red, black
60.81, green, white
48.79, red, black
12.7, red, white
72.81, green, black
34.26, red, white
39.75, red, white
54.51, green, white
43.29, red, black
59.19, green, black
52.82, green, white
29.77, red, white
80.7, green, white
35.14, red, white
26.79, red, white
35.77, red, white
30.94, red, white
67.98, green, white
25.3, red, white
29.72, red, black
34.79, red, white
37.72, red, black
38.76, red, white
83.04, green, black
43.57, red, white
60.22, green, white
60.25, green, white
64.16, green, black
55.13, green, black
25.77, red, black
53.93, green, white
30.1, red, white
76.36, green, white
66.45, green, black
68.97, green, white
76.33, green, white
81.08, green, black
19.57, red, black
73.41, green, black
25.38, red, white
40.31, red, black
60.7, green, black
66.1, green, black
63.04, green, black
54.73, green, black
65.39, green, white
89.14, green, black
48.42, red, black
21.37, red, black
66.53, green, black
69.83, green, white
59.16, green, white
14.19, red, black
31.6, red, black
28.51, red, black
68.54, green, white
66.79, green, white
32.4, red, black
35.18, red, white
39.24, red, white
41.88, red, black
25.37, red, black
84.67, green, black
26.41, red, white
44.53, red, black
80.27, green, black
25.1, red, black
90.83, green, white
75.49, green, white
37.02, red, black
62.13, green, white
26.42, red, white
53.78, green, black
34.54, red, white
32.97, red, white
49.17, green, black
76.09, green, black
42.06, red, white
65.62, green, white
38.28, red, black
38.53, red, black
75.7, green, black
43.19, red, white
29.14, red, white
15.32, red, white
73.92, green, black
71.84, green, white
70.79, green, white
75.02, green, black
73.8, green, white
41.5, red, white
32.52, red, white
60.35, green, black
61.98, green, white
63.43, green, white
32.75, red, black
78.26, green, white
27.34, red, black
27.52, red, white
53.59, green, black
26.38, red, black
30.29, red, black
34.9, red, black
60.68, green, white
80.5, green, black
25.89, red, white
71.31, green, black
25.26, red, white
78.25, green, white
24.13, red, black
68.53, green, black
26.95, red, white
42.01, red, white
13.78, red, white
12.89, red, white
13.83, red, black
38.22, red, white
14.14, red, black
69.12, green, black
76.07, green, black
74.9, green, black
44.11, red, white
81.45, green, black
23.9, red, black
69.78, green, white
73.6, green, black
35.02, red, black
79.05, green, white
42.78, red, white
55.09, green, black
64.67, green, white
34.09, red, black
61.66, green, white
7.9, red, black
72.37, green, black
63.91, green, black
42.72, red, white
66.05, green, white
81.0, green, black
42.53, red, white
24.02, red, white
86.07, green, white
69.21, green, black
45.07, red, white
40.88, red, white
76.2, green, black
32.38, red, white
30.83, red, white
84.58, green, white
68.93, green, white
25.43, red, white
65.13, green, white
69.87, green, black
29.64, red, black
74.88, green, white
25.62, red, white
15.93, red, black
81.47, green, black
84.47, green, white
82.09, green, black
40.28, red, black
47.87, red, black
65.7, green, white
67.09, green, white
44.17, red, black
81.08, green, black
62.78, green, black
39.41, red, black
34.74, red, black
21.91, red, black
71.28, green, white
29.35, red, white
68.41, green, black
73.01, green, black
53.64, green, black
78.98, green, black
64.84, green, black
34.8, red, white
63.35, green, white
45.78, red, black
69.71, green, white
74.79, green, white
26.04, red, white
25.56, red, white
34.47, red, white
71.47, green, white
41.59, red, white
49.69, green, black
86.56, green, black
34.16, red, black
23.27, red, black
38.53, red, black
23.27, red, white
53.3, red, white
22.2, red, white
67.73, green, white
79.41, green, black
60.79, green, white
70.32, green, black
69.88, green, black
73.09, green, white
61.53, green, white
30.28, red, black
36.11, red, white
28.27, red, black
80.87, green, black
30.45, red, black
87.3, green, white
16.03, red, white
68.5, green, white
64.33, green, white
76.96, green, black
46.82, red, black
16.56, red, white
80.6, green, black
73.1, green, white
77.45, green, black
13.03, red, black
84.27, green, white
67.42, green, white
24.12, red, black
69.51, green, white
41.68, red, black
35.52, red, black
35.69, red, black
56.3, green, black
26.76, red, black
74.67, green, black
47.05, red, black
76.97, green, black
47.78, red, black
41.07, red, black
57.68, green, white
33.8, red, black
76.32, green, white
76.95, green, black
62.72, green, black
54.74, green, white
23.05, red, white
46.59, red, white
37.21, red, black
37.7, red, white
61.73, green, white
47.15, red, black
26.72, red, black
72.05, green, black
26.68, red, black
58.76, green, black
87.95, green, black
30.36, red, white
9.57, red, black
53.99, green, white
67.95, green, white
88.52, green, white
67.76, green, white
68.26, green, black
32.64, red, black
45.79, red, white
29.88, red, white
58.02, green, white
64.92, green, white
31.09, red, black
85.38, green, black
81.4, green, black
29.24, red, white
58.59, green, white
82.9, green, white
71.58, green, black
67.71, green, white
75.26, green, black
11.41, red, white
76.01, green, white
80.06, green, black
11.65, red, white
67.32, green, white
63.44, green, black
72.12, green, white
72.0, green, white
94.72, green, white
84.11, green, white
43.06, red, white
65.21, green, black
68.41, green, white
75.5, green, white
12.75, red, black
76.46, green, black
26.41, red, black
67.76, green, white
33.04, red, black
26.88, red, white
68.1, green, black
78.55, green, black
81.59, green, white
80.6, green, white
67.55, green, black
67.75, green, white
36.62, red, white
34.06, red, black
70.34, green, black
53.57, green, white
37.3, red, white
22.3, red, black
14.8, red, white
72.39, green, white
82.53, green, black
83.01, green, black
81.98, green, white
34.77, red, black
23.72, red, white
36.6, red, black
32.1, red, white
77.51, green, white
36.35, red, black
22.87, red, black
69.62, green, white
78.15, green, black
35.28, red, black
30.45, red, black
64.47, green, black
51.16, green, black
58.2, green, black
18.44, red, black
33.77, red, white
68.05, green, white
70.69, green, white
77.75, green, black
53.94, red, black
65.33, green, white
82.25, green, black
99.05, green, white
33.22, red, white
73.45, green, white
59.73, green, white
81.19, green, white
40.71, red, white
80.34, green, black
69.27, green, black
87.58, green, white
81.97, green, white
27.67, red, black
21.85, red, black
6.65, red, white
41.19, red, white
32.08, red, black
43.84, red, white
37.86, red, white
49.6, red, white
73.78, green, white
38.96, red, white
48.87, red, black
30.86, red, black
73.71, green, white
68.44, green, black
72.83, green, white
33.37, red, black
43.36, red, white
25.6, red, white
70.04, green, white
81.48, green, black
85.99, green, white
14.53, red, black
25.64, red, white
34.2, red, white
64.83, green, white
66.14, green, white
61.94, green, black
65.29, green, black
38.21, red, black
9.77, red, black
70.38, green, black
38.05, red, white
86.85, green, white
50.77, green, white
79.88, green, white
35.76, red, black
72.21, green, white
28.88, red, black
74.72, green, black
65.04, green, white
58.5, green, black
30.6, red, black
61.99, green, black
69.7, green, white
25.48, red, white
69.19, green, black
17.01, red, black
40.88, red, white
34.76, red, black
66.39, green, white
67.31, green, black
21.48, red, white
31.57, red, black
38.1, red, black
29.62, red, black
20.16, red, black
34.64, red, black
12.53, red, white
33.52, red, black
29.79, red, black
30.57, red, black
38.98, red, white
63.5, green, white
74.59, green, white
66.28, green, black
56.2, green, black
86.82, green, black
59.08, green, black
40.07, red, white
81.22, green, white
66.94, green, black
67.31, green, white
28.19, red, black
23.21, red, white
70.69, green, white
44.65, red, black
48.42, green, black
65.45, green, black
75.38, green, black
71.89, green, black
15.42, red, black
30.46, red, black
79.68, green, black
72.46, green, white
40.9, red, white
61.66, green, black
15.58, red, black
39.28, red, white
38.51, red, white
91.88, green, white
74.6, green, black
69.26, green, black
72.04, green, black
28.86, red, black
58.28, green, white
25.89, red, white
27.79, red, white
43.45, red, black
59.93, green, black
70.81, green, white
28.15, red, black
33.78, red, black
22.47, red, white
69.8, green, black
81.18, green, black
74.3, green, black
74.13, green, black
67.22, green, black
82.34, green, white
43.09, red, white
23.47, red, white
66.21, green, white
25.55, red, black
87.44, green, black
13.7, red, white
26.75, red, white
63.0, green, white
21.54, red, white
28.97, red, black
62.88, green, white
27.21, red, black
45.64, red, white
56.76, green, black
37.93, red, black
40.72, red, white
75.57, green, white
66.35, green, white
25.3, red, white
37.75, red, black
63.91, green, black
60.34, green, black
54.7, green, white
77.28, green, white
82.39, green, white
87.13, green, black
32.39, red, white
30.04, red, white
81.62, green, white
44.81, red, white
77.94, green, black
64.06, green, white
70.46, green, black
69.35, green, black
35.1, red, white
80.73, green, black
30.79, red, black
81.36, green, black
61.22, green, white
41.77, red, black
72.29, green, white
85.18, green, white
71.91, green, black
76.09, green, white
56.06, green, white
53.82, red, black
81.01, green, black
76.21, green, white
48.52, red, white
22.1, red, white
47.96, red, black
32.77, red, black
64.39, green, black
67.85, green, black
72.64, green, black
76.04, green, black
71.51, green, black
61.5, green, white
58.09, green, white
-1.99, red, white
68.72, green, black
26.26, red, black
29.36, red, white
71.46, green, black
28.39, red, white
20.45, red, black
76.73, green, white
87.8, green, white
74.42, green, white
26.38, red, white
18.14, red, white
22.71, red, white
76.16, green, black
31.14, red, black
41.77, red, white
60.57, green, black
40.08, red, black
80.59, green, black
49.75, red, black
77.96, green, black
19.35, red, black
10.92, red, white
85.43, green, black
62.13, green, white
26.08, red, black
80.75, green, white
28.74, red, black
88.6, green, black
22.3, red, black
69.59, green, white
60.63, green, white
61.71, green, black
83.85, green, black
20.89, red, white
16.09, red, white
61.22, green, white
81.07, green, black
30.87, red, black
82.2, green, black
79.94, green, black
40.45, red, white
88.75, green, white
26.08, red, black
20.47, red, white
96.53, green, black
81.41, green, white
71.42, green, black
34.79, red, black
25.1, red, black
71.86, green, white
67.3, green, white
74.09, green, black
68.42, green, black
58.38, green, black
28.22, red, black
69.23, green, white
18.37, red, white
41.88, red, white
70.84, green, white
86.63, green, white
30.14, red, white
17.8, red, black
35.97, red, black
27.55, red, white
92.68, green, white
73.4, green, white
78.95, green, black
20.82, red, white
63.9, green, black
6.32, red, black
35.09, red, black
88.69, green, white
37.11, red, black
30.29, red, black
35.84, red, black
33.75, red, black
76.72, green, black
35.93, red, white
27.63, red, white
38.1, red, black
30.44, red, black
57.07, green, white
80.3, green, black
71.32, green, black
69.75, green, white
62.69, green, white
20.54, red, white
61.43, green, white
65.66, green, black
32.08, red, white
15.08, red, black
38.21, red, black
24.95, red, black
51.51, green, white
74.6, green, black
16.97, red, white
64.65, green, white
75.07, green, white
30.17, red, black
18.49, red, white
67.51, green, white
59.38, green, white
87.03, green, black
20.03, red, white
65.15, green, black
49.26, red, white
37.41, red, black
29.75, red, black
72.19, green, black
36.14, red, white
30.8, red, black
72.86, green, black
27.98, red, black
38.46, red, black
28.48, red, white
93.51, green, black
73.41, green, white
71.21, green, black
30.19, red, white
87.9, green, white
79.66, green, white
80.94, green, white
35.44, red, black
78.13, green, white
40.75, red, black
61.76, green, white
15.59, red, white
40.06, red, black
23.99, red, black
40.89, red, white
65.44, green, black
85.1, green, white
75.11, green, black
27.38, red, black
41.79, red, white
47.23, red, black
62.04, green, black
15.16, red, black
74.36, green, white
73.65, green, white
58.66, green, black
60.48, green, black
29.26, red, black
30.53, red, white
41.64, red, white
45.16, red, white
14.81, red, white
62.67, green, black
73.41, green, white
29.74, red, black
18.35, red, white
21.75, red, black
30.88, red, white
67.27, green, white
26.34, red, black
23.46, red, black
57.98, green, black
29.7, red, black
26.54, red, white
42.03, red, black
28.77, red, black
55.31, green, white
65.12, green, black
74.87, green, white
62.86, green, black
65.24, green, white
80.05, green, black
73.43, green, black
55.99, green, white
11.87, red, black
64.7, green, black
32.57, red, white
75.02, green, black
55.69, green, black
45.23, red, white
78.65, green, black
57.46, green, white
59.88, green, white
66.22, green, black
40.14, red, white
76.37, green, white
20.17, red, white
67.27, green, white
62.26, green, white
74.28, green, white
61.87, green, white
68.14, green, white
13.81, red, white
42.81, red, black
68.22, green, white
72.88, green, white
34.9, red, white
56.94, green, white
26.23, red, white
40.98, red, black
34.33, red, white
25.91, red, white
38.29, red, black
17.31, red, white
24.44, red, black
69.39, green, white
64.81, green, black
59.81, green, white
78.85, green, white
80.23, green, black
66.72, green, black
43.37, red, black
73.45, green, black
32.79, red, black
69.72, green, black
66.88, green, white
62.71, green, black
33.3, red, white
20.91, red, white
69.07, green, black
71.42, green, white
74.8, green, white
73.01, green, white
76.09, green, white
22.33, red, white
34.53, red, black
13.48, red, black
39.16, red, white
45.09, red, black
27.58, red, white
31.16, red, white
34.12, red, white
73.54, green, black
27.12, red, white
17.24, red, black
75.62, green, black
40.94, red, white
38.4, red, white
26.84, red, black
24.29, red, black
62.59, green, black
73.99, green, black
34.27, red, black
62.77, green, black
24.3, red, white
38.64, red, black
15.43, red, white
86.37, green, black
27.57, red, black
27.8, red, black
72.62, green, white
67.64, green, white
27.79, red, white
81.62, green, white
63.64, green, white
70.91, green, white
18.73, red, black
72.44, green, white
80.4, green, black
40.58, red, white
23.24, red, black
79.36, green, black
15.31, red, black
47.74, red, black
72.1, green, black
93.44, green, black
76.45, green, white
29.34, red, black
84.25, green, white
25.06, red, white
33.57, red, black
37.32, red, black
67.59, green, black
67.25, green, white
36.17, red, white
27.45, red, white
36.54, red, white
72.91, green, white
22.91, red, black
24.59, red, black
28.18, red, white
38.62, red, white
60.2, green, white
18.45, red, white
31.48, red, black
74.23, green, black
35.33, red, white
79.71, green, white
66.35, green, black
21.24, red, white
33.4, red, white
21.09, red, white
26.4, red, white
62.25, green, black
56.07, green, white
67.0, green, black
7.95, red, white
70.23, green, white
30.05, red, black
71.86, green, white
29.51, red, white
70.78, green, white
35.21, red, white
12.81, red, white
27.47, red, white
30.07, red, black
69.05, green, black
32.71, red, white
19.73, red, black
18.03, red, white
78.66, green, white
87.89, green, white
63.12, green, black
91.19, green, black
61.26, green, black
72.62, green, black
34.59, red, white
29.5, red, black
71.99, green, white
87.59, green, white
32.24, red, black
68.24, green, white
39.88, red, white
60.94, green, black
21.69, red, black
30.8, red, black
35.41, red, black
67.92, green, black
27.81, red, white
28.88, red, black
39.68, red, white
69.01, green, white
44.9, red, black
36.09, red, white
55.14, green, black
22.69, red, white
20.2, red, black
63.97, green, white
16.83, red, black
35.26, red, white
86.85, green, white
48.35, red, black
36.32, red, black
63.32, green, white
42.8, red, white
67.85, green, black
92.16, green, black
37.87, red, black
85.2, green, black
69.91, green, black
52.34, green, white
36.79, red, white
34.6, red, white
62.44, green, black
65.15, green, white
62.73, green, white
79.09, green, black
24.32, red, white
58.04, green, black
61.28, green, black
23.41, red, white
32.45, red, black
21.86, red, white
96.52, green, black
52.72, red, white
23.33, red, white
69.73, green, white
72.31, green, black
64.1, green, white
50.96, green, black
75.69, green, white
33.09, red, white
80.42, green, white
75.21, green, white
35.69, red, white
77.44, green, black
58.21, green, white
76.57, green, white
58.98, green, black
68.01, green, black
38.41, red, black
18.2, red, white
73.91, green, black
31.33, red, black
45.99, red, white
45.01, red, white
29.32, red, white
90.72, green, white
22.85, red, black
50.33, green, black
56.79, green, white
0.67, red, white
16.54, red, white
48.09, green, white
33.73, red, black
24.45, red, black
41.26, red, black
27.93, red, white
77.83, green, black
63.82, green, black
44.85, red, black
34.93, red, black
46.91, red, black
84.0, green, white
79.5, green, black
36.52, red, black
12.17, red, black
54.91, green, black
70.21, green, black
41.92, red, black
88.46, green, black
62.84, green, white
67.42, green, white
40.93, red, black
17.38, red, black
69.87, green, white
41.71, red, black
64.43, green, white
79.24, green, white
67.97, green, white
77.99, green, white
16.65, red, white
68.19, green, white
79.23, green, black
22.84, red, black
68.2, green, white
27.85, red, black
65.05, green, white
90.7, green, white
33.48, red, black
68.81, green, black
80.72, green, white
33.6, red, white
81.48, green, white
22.83, red, white
80.62, green, white
20.42, red, white
35.06, red, white
70.77, green, white
23.36, red, black
75.43, green, black
62.08, green, black
30.94, red, black
16.43, red, black
78.22, green, white
36.82, red, black
43.5, red, black
22.16, red, black
54.15, red, black
18.63, red, black
29.42, red, black
58.4, green, white
25.99, red, white
41.62, red, black
26.2, red, black
66.76, green, black
37.23, red, white
71.32, green, black
73.79, green, white
19.64, red, black
89.95, green, black
26.85, red, white
28.65, red, white
53.26, green, black
15.14, red, white
66.2, green, black
67.74, green, white
35.54, red, white
63.0, green, black
54.96, green, black
36.43, red, white
36.85, red, black
19.7, red, black
59.21, green, white
27.96, red, black
23.99, red, white
72.18, green, white
11.74, red, white
70.33, green, white
70.74, green, white
28.48, red, black
21.63, red, black
71.07, green, black
79.82, green, black
31.82, red, black
33.42, red, black
71.6, green, black
94.98, green, white
58.84, green, black
19.97, red, black
61.65, green, white
59.79, green, black
66.61, green, black
73.31, green, white
33.78, red, black
72.23, green, black
24.77, red, white
64.33, green, white
34.49, red, white
66.64, green, black
31.38, red, black
23.19, red, white
84.19, green, black
32.93, red, black
23.28, red, white
74.5, green, black
74.44, green, white
35.46, red, black
64.15, green, white
44.47, red, white
59.91, green, white
28.8, red, white
73.35, green, white
47.92, red, black
58.73, green, black
75.8, green, white
18.87, red, black
47.87, green, white
67.7, green, white
26.77, red, white
35.18, red, white
61.31, green, black
39.45, red, black
64.7, green, white
39.34, red, black
31.18, red, white
28.9, red, black
72.11, green, black
8.71, red, white
25.31, red, black
38.31, red, white
26.3, red, black
70.26, green, black
85.55, green, black
66.38, green, white
30.84, red, white
50.22, green, black
29.39, red, black
22.88, red, white
24.25, red, white
15.92, red, black
55.04, green, white
92.58, green, black
37.13, red, white
23.6, red, black
42.88, red, black
28.75, red, black
47.95, red, black
38.71, red, black
19.41, red, black
29.7, red, black
29.54, red, black
29.65, red, black
37.51, red, black
72.75, green, white
73.14, green, black
87.06, green, black
73.18, green, black
67.73, green, black
37.24, red, white
83.92, green, black
30.61, red, black
23.46, red, black
71.89, green, white
45.04, red, black
76.9, green, white
19.15, red, black
37.72, red, black
28.64, red, black
71.02, green, black
80.55, green, white
73.09, green, white
76.9, green, white
24.65, red, black
59.87, green, white
29.12, red, black
66.96, green, black
48.33, green, black
27.37, red, white
86.49, green, white
69.37, green, black
45.62, red, black
41.19, red, black
18.3, red, white
78.23, green, black
27.14, red, black
71.17, green, white
31.76, red, white
30.19, red, white
21.38, red, black
25.39, red, white
20.73, red, white
13.08, red, white
72.97, green, black
75.56, green, white
28.15, red, black
27.77, red, white
79.61, green, white
39.83, red, black
88.18, green, black
63.03, green, black
34.36, red, white
82.11, green, black
68.28, green, white
43.1, red, black
93.55, green, white
69.25, green, white
47.88, red, white
44.31, red, white
45.28, red, black
78.0, green, black
53.95, green, white
36.87, red, white
73.55, green, black
29.15, red, white
22.16, red, black
74.75, green, white
23.97, red, black
8.96, red, black
35.63, red, white
60.77, green, white
74.32, green, white
71.43, green, white
58.97, green, black
7.67, red, black
16.33, red, white
30.43, red, black
29.73, red, white
18.76, red, black
21.51, red, black
75.81, green, white
82.3, green, white
26.08, red, black
64.1, green, black
54.0, green, white
40.61, red, black
59.87, green, black
31.32, red, black
51.03, red, black
92.7, green, black
71.17, green, white
69.01, green, white
17.46, red, white
21.79, red, black
45.3, red, black
30.36, red, white
57.89, green, white
87.93, green, white
22.71, red, white
78.9, green, white
81.49, green, black
57.81, green, black
23.85, red, black
86.33, green, white
79.94, green, white
71.71, green, black
9.38, red, black
53.23, green, white
27.77, red, black
49.77, red, black
52.68, green, white
22.66, red, black
72.15, green, white
78.18, green, black
28.2, red, white
39.4, red, white
82.1, green, white
85.2, green, white
36.62, red, white
74.51, green, black
57.23, green, black
30.8, red, white
43.65, red, black
27.58, red, white
25.18, red, black
71.27, green, white
52.5, green, white
28.05, red, white
36.47, red, white
79.06, green, black
35.9, red, black
19.14, red, white
60.79, green, white
37.8, red, white
23.97, red, black
69.32, green, white
76.89, green, black
27.09, red, white
16.46, red, black
55.81, green, white
31.22, red, black
69.15, green, black
37.12, red, black
69.01, green, white
85.61, green, black
56.99, green, black
58.35, green, white
24.18, red, white
69.29, green, white
25.96, red, white
12.35, red, black
29.76, red, black
77.53, green, white
35.82, red, black
19.64, red, black
20.98, red, white
84.85, green, white
82.21, green, white
68.01, green, white
25.63, red, white
62.26, green, black
27.04, red, black
44.57, red, white
22.25, red, black
8.58, red, white
74.21, green, black
51.72, green, white
5.38, red, black
55.32, green, white
33.32, red, black
64.26, green, white
35.38, red, white
75.12, green, black
43.66, green, black
19.77, red, white
77.33, green, white
72.5, green, white
31.21, red, black
62.87, green, black
79.99, green, black
66.36, green, white
49.34, green, black
75.46, green, black
34.38, red, black
14.59, red, white
54.32, green, white
68.65, green, black
57.93, green, black
22.83, red, black
83.72, green, black
57.33, green, white
79.75, green, black
73.4, green, white
27.59, red, white
32.27, red, white
34.39, red, white
15.9, red, white
63.77, green, black
37.85, red, white
29.25, red, black
31.77, red, white
67.95, green, black
42.38, red, black
16.48, red, black
66.19, green, white
66.48, green, white
69.57, green, black
15.45, red, black
67.78, green, white
80.76, green, black
58.88, green, white
75.13, green, white
40.24, red, black
76.93, green, white
30.72, red, white
68.45, green, black
38.17, red, white
34.78, red, white
17.15, red, white
73.41, green, black
66.33, green, black
50.97, green, white
38.98, red, black
31.45, red, black
47.22, green, white
39.12, red, black
35.29, red, white
44.17, green, black
46.34, red, white
62.81, green, white
56.9, green, white
29.62, red, black
74.13, green, black
66.38, green, black
68.2, green, white
30.59, red, black
79.3, green, black
70.31, green, white
23.64, red, black
69.62, green, white
84.45, green, black
63.58, green, black
26.37, red, black
34.69, red, white
69.76, green, black
38.93, red, white
53.07, green, black
41.86, red, white
73.0, green, black
64.72, green, black
37.04, red, black
87.61, green, black
70.87, green, black
48.8, red, black
22.0, red, black
62.2, green, black
59.5, green, black
72.4, green, black
68.49, green, black
33.13, red, black
61.84, green, black
63.83, green, black
75.28, green, black
79.65, green, black
73.44, green, white
69.63, green, black
